Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
eliasbaixas_bamboo,bamboo.dmgr,Node,fill_holes_no_children,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("bad range: wanted [" + Long.toHexString(range_low()) + "` "+ Long.toHexString(range_high())+ "] but got ["+ Long.toHexString(state.range_low)+ "` "+ Long.toHexString(state.range_high)+ "]");" is 233.
eliasbaixas_bamboo,bamboo.dmgr,Node,fill_holes_no_children,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,ReplicaSetResp,toString,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dmgr,ReplicaSetResp,toString,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.dmgr,FetchDataResp,toString,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dmgr,FetchMerkleTreeNodeResp,FetchMerkleTreeNodeResp,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.dmgr,FetchMerkleTreeNodeResp,toString,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dmgr,FetchMerkleTreeNodeResp,toString,Magic Number,The method contains a magic number: 40
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveAck,toString,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveReq,PutOrRemoveReq,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveReq,toString,Long Statement,The length of the statement "return "(PutOrRemoveReq time_usec=" + time_usec + " guid="+ GuidTools.guid_to_string(guid)+ " value=<> put="+ put+ " user_data="+ user_data+ ")";" is 145.
eliasbaixas_bamboo,bamboo.dmgr,FetchMerkleTreeNodeReq,FetchMerkleTreeNodeReq,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.dmgr,FetchMerkleTreeNodeReq,toString,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dmgr,ReplicaSetReq,toString,Long Statement,The length of the statement "return "(ReplicaSetReq return_address=" + return_address + " guid="+ GuidTools.guid_to_string(guid)+ " nonce="+ nonce+ ")";" is 123.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,random_ls_member,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.dmgr,DataManager,DataManager,Long Statement,The length of the statement "event_types=new Class[]{StagesInitializedSignal.class`PutOrRemoveReq.class`AntiEntropyAlarm.class`DiscardAlarm.class`BambooRouteDeliver.class};" is 143.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,DataManager,Long Statement,The length of the statement "inb_msg_types=new Class[]{PutOrRemoveMsg.class`PutOrRemoveAck.class`ReplicaSetResp.class`PutOrRemoveMsg.class`FetchMerkleTreeNodeReq.class`FetchMerkleTreeNodeResp.class`FetchMerkleTreeNodeReject.class`FetchKeysReq.class`FetchKeysResp.class`FetchDataReq.class`FetchDataResp.class};" is 280.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,init,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.dmgr,DataManager,init,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,init,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.dmgr,DataManager,init,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,init,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.dmgr,DataManager,init,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handleEvent,Complex Method,Cyclomatic complexity of the method is 24
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_app_reg_resp,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_app_reg_resp,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_leaf_set_changed,Complex Method,Cyclomatic complexity of the method is 22
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_leaf_set_changed,Long Statement,The length of the statement "logger.debug("responsibility is [" + GuidTools.guid_to_string(resp_low) + "` "+ GuidTools.guid_to_string(resp_high)+ "]");" is 122.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_leaf_set_changed,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("share range [" + GuidTools.guid_to_string(one.guid) + "` "+ GuidTools.guid_to_string(second)+ "]");" is 142.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_leaf_set_changed,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_put_or_remove_req,Complex Method,Cyclomatic complexity of the method is 16
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_put_or_remove_req,Long Statement,The length of the statement "while (i.hasNext()) dispatch(new PutOrRemoveMsg((NodeId)i.next()`e.time_usec`e.ttl_sec`e.guid`e.value`e.put`e.client_id`seq.longValue()`e.value_hash`e.secret_hash));" is 165.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_put_or_remove_req,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_put_or_remove_req,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_put_or_remove_req,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dmgr,DataManager,next_check_put_or_remove_acks,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.dmgr,DataManager,next_check_put_or_remove_acks,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,next_check_put_or_remove_acks,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.dmgr,DataManager,next_check_put_or_remove_acks,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,timer_cb,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.dmgr,DataManager,timer_cb,Long Statement,The length of the statement "dispatch(new PutOrRemoveMsg((NodeId)j.next()`p.event.time_usec`p.event.ttl_sec`p.event.guid`p.event.value`p.event.put`p.event.client_id`seq.longValue()`p.hash`p.event.secret_hash));" is 181.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_pub_to_leaf_set,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("handle_pub_to_leaf_set called w/ msg=" + msg + " in_leaf_set_range(guid="+ GuidTools.guid_to_string(msg.guid)+ ")="+ in_leaf_set_range(msg.guid));" is 189.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_pub_to_leaf_set,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_pub_to_leaf_set,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_pub_to_leaf_set,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_pub_to_leaf_set_ack,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dmgr,DataManager,check_put_or_remove_done,Complex Conditional,The conditional expression (p.event.completion_queue != null) && p.stored && ((p.expected_ack_cnt - p.unacked.size() >= required_acks) || (p.unacked.isEmpty())) is complex.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,check_put_or_remove_done,Long Statement,The length of the statement "if ((p.event.completion_queue != null) && p.stored && ((p.expected_ack_cnt - p.unacked.size() >= required_acks) || (p.unacked.isEmpty()))) {" is 140.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,calc_shared_dbs,Complex Method,Cyclomatic complexity of the method is 20
eliasbaixas_bamboo,bamboo.dmgr,DataManager,calc_shared_dbs,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("calc_shared_dbs (" + GuidTools.guid_to_string(my_guid) + "` "+ GuidTools.guid_to_string(other.guid)+ ")");" is 149.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,calc_shared_dbs,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("share range [" + GuidTools.guid_to_string(one.guid) + "` "+ GuidTools.guid_to_string(second)+ "]");" is 142.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_key,Complex Method,Cyclomatic complexity of the method is 11
eliasbaixas_bamboo,bamboo.dmgr,DataManager,choose_db,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("which=" + orig + " chose range ["+ GuidTools.guid_to_string(range.low)+ "` "+ GuidTools.guid_to_string(range.high)+ "]");" is 164.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,synced,Complex Method,Cyclomatic complexity of the method is 9
eliasbaixas_bamboo,bamboo.dmgr,DataManager,synced,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("synced with " + synced_ranges.get(range).size() + " neighbors for key 0x"+ guid_to_string(key));" is 139.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,synced,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug((s.containsKey(neighbor) ? "re" : "") + "synced with " + addrToString(neighbor)+ " over "+ range+ " for "+ (timeout / 1000)+ " seconds");" is 179.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,synced,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dmgr,DataManager,synced,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dmgr,DataManager,synced,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_ae_alarm,Complex Method,Cyclomatic complexity of the method is 9
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_ae_alarm,Magic Number,The method contains a magic number: 30000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_ae_tree_ready,Long Statement,The length of the statement "FetchMerkleTreeNodeReq req=new FetchMerkleTreeNodeReq(ae_state.ni.node_id`my_guid`ae_state.low_guid`ae_state.high_guid`expansion`ae_state.current_level`ae_state.current_low_time`node.hash()`ae_state.fetch_node_seq);" is 215.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_fetch_merkle_tree_node_resp,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_ae_tree_ready_resp,Complex Method,Cyclomatic complexity of the method is 15
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_ae_tree_ready_resp,Long Statement,The length of the statement "FetchKeysReq req=new FetchKeysReq(ae_state.ni.node_id`ae_state.low_guid`ae_state.high_guid`node.range_low()`node.range_high()`ae_state.fetch_keys_seq);" is 151.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,goto_next_node_ready,Complex Method,Cyclomatic complexity of the method is 9
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_fetch_data_resp,Complex Method,Cyclomatic complexity of the method is 12
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_fetch_data_resp,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_fetch_data_resp,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_fetch_data_resp,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_fetch_data_resp,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_fetch_keys_get_resp,Complex Conditional,The conditional expression (resp.continuation == null) || ((keys != null) && (keys.size() >= (1 << expansion) + 1)) is complex.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_fetch_keys_get_resp,Complex Method,Cyclomatic complexity of the method is 8
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_replica_set_req,Complex Method,Cyclomatic complexity of the method is 12
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_replica_set_req,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_discard_alarm,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_discard_alarm,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_discard_alarm,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_discard_get_resp,Long Statement,The length of the statement "dispatch(new BambooRouteInit(ds.key.guid`app_id`false`iterative_routing`new ReplicaSetReq(my_node_id`ds.key.guid`ds.nonce)));" is 125.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_discard_get_resp,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_discard_get_resp,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_replica_set_resp,Long Statement,The length of the statement "PutOrRemoveMsg outb=new PutOrRemoveMsg(resp.replica_set[which]`ds.key.time_usec`ds.key.ttl_sec`ds.key.guid`ds.data`ds.key.put`ds.key.client_id`ds.nonce`ds.key.data_hash`ds.key.secret_hash);" is 189.
eliasbaixas_bamboo,bamboo.dmgr,DataManager,handle_replica_set_resp,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dmgr,TreeState,handle_key,Complex Method,Cyclomatic complexity of the method is 11
eliasbaixas_bamboo,bamboo.dmgr,FetchKeysResp,toString,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dmgr,FetchKeysResp,toString,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveMsg,PutOrRemoveMsg,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveMsg,PutOrRemoveMsg,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveMsg,PutOrRemoveMsg,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveMsg,PutOrRemoveMsg,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveMsg,PutOrRemoveMsg,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveMsg,PutOrRemoveMsg,Magic Number,The method contains a magic number: 0x7fffffffffffffffL
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveMsg,serialize,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveMsg,serialize,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dmgr,PutOrRemoveMsg,toString,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dmgr,DataManagerTest,init,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dmgr,DataManagerTest,handle_get_by_time_resp,Long Statement,The length of the statement "StorageManager.GetByGuidReq req=new StorageManager.GetByGuidReq(BigInteger.valueOf(0)`false`null`my_sink`resp.user_data);" is 121.
eliasbaixas_bamboo,bamboo.dmgr,DataManagerTest,handle_get_by_guid_resp,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dmgr,DataManagerTest,handle_get_by_guid_resp,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.dmgr,DataManagerTest,handle_get_by_guid_resp,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dmgr,FetchMerkleTreeNodeReject,toString,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,TcpMsgChannel,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,TcpMsgChannel,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,close,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,run,Complex Method,Cyclomatic complexity of the method is 9
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,run,Magic Number,The method contains a magic number: 1500
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,run,Magic Number,The method contains a magic number: 0x7fffffff
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,main,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,main,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,run,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgChannel,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.openhash.multicast,CheckRunning,init,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.openhash.multicast,NattedMulticastParent,run,Long Statement,The length of the statement "logger.info("connection to " + channel.peer().getAddress().getHostAddress() + ":"+ channel.peer().getPort()+ " closed.");" is 121.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,opposite_partition,Magic Number,The method contains a magic number: 159
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,same_partition,Magic Number,The method contains a magic number: 160
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,PublicMulticastClient,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,PublicMulticastClient,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("Key 0x" + GuidTools.guid_to_string(my_key) + " is in partition "+ partition_number(my_key)+ ".");" is 140.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,PublicMulticastClient,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,JoinState,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,join,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,get_done_cb,Complex Conditional,The conditional expression ((state.current_level == (total_levels - 1)) && (same_partition(my_key`hash`state.current_level))) || ((state.current_level != (total_levels - 1)) && (opposite_partition(my_key`hash`state.current_level))) is complex.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,get_done_cb,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,get_done_cb,Long Statement,The length of the statement "if (((state.current_level == (total_levels - 1)) && (same_partition(my_key`hash`state.current_level))) || ((state.current_level != (total_levels - 1)) && (opposite_partition(my_key`hash`state.current_level)))) {" is 211.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,get_done_cb,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,join_put,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("doing join_put(" + state.current_level + ") at 0x"+ GuidTools.guid_to_string(key));" is 126.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,dispatch_send,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("Sending(" + level + ") to "+ peer.address().getHostAddress()+ ":"+ peer.port());" is 123.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,dispatch_send,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("Sending(" + level + ") to "+ peer.address().getHostAddress()+ ":"+ peer.port());" is 123.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,dispatch_send,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,dispatch_send,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,receive,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("Received message from " + msg.sender_id.address().getHostAddress() + ":"+ msg.sender_id.port()+ "; est_rtt/2 = "+ (msg.est_rtt / 2)+ " ms; transit time = "+ (timer_ms() - msg.begin_time)+ " ms; hops = "+ msg.hops+ ".");" is 262.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,receive,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,dispatch_forward,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("Forwarding(" + level + ") to "+ peer.address().getHostAddress()+ ":"+ peer.port());" is 126.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,dispatch_forward,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("Forwarding(" + level + ") to "+ peer.address().getHostAddress()+ ":"+ peer.port());" is 126.
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,dispatch_forward,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,dispatch_forward,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,remove_from_queue,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.openhash.multicast,PublicMulticastClient,handle_lat_resp,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.openhash.multicast,JoinState,JoinState,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.openhash.multicast,JoinGetDoneCb,get_done_cb,Complex Conditional,The conditional expression ((state.current_level == (total_levels - 1)) && (same_partition(my_key`hash`state.current_level))) || ((state.current_level != (total_levels - 1)) && (opposite_partition(my_key`hash`state.current_level))) is complex.
eliasbaixas_bamboo,bamboo.openhash.multicast,JoinGetDoneCb,get_done_cb,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.openhash.multicast,JoinGetDoneCb,get_done_cb,Long Statement,The length of the statement "if (((state.current_level == (total_levels - 1)) && (same_partition(my_key`hash`state.current_level))) || ((state.current_level != (total_levels - 1)) && (opposite_partition(my_key`hash`state.current_level)))) {" is 211.
eliasbaixas_bamboo,bamboo.openhash.multicast,JoinGetDoneCb,get_done_cb,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastTest,timer_cb,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastTest,timer_cb,Magic Number,The method contains a magic number: 21
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastTest,timer_cb,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastTest,timer_cb,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastTest,timer_cb,Long Statement,The length of the statement "logger.info("Joined groupname=0x" + GuidTools.guid_to_string(groupname) + " up to level "+ +((Integer)user_data).intValue()+ " with ttl_s="+ JOIN_TTL);" is 151.
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastTest,timer_cb,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastTest,timer_cb,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.openhash.multicast,ReadyCb,timer_cb,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.openhash.multicast,JoinCb,timer_cb,Magic Number,The method contains a magic number: 21
eliasbaixas_bamboo,bamboo.openhash.multicast,JoinCb,timer_cb,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.openhash.multicast,JoinCb,timer_cb,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.openhash.multicast,JoinDoneCb,timer_cb,Long Statement,The length of the statement "logger.info("Joined groupname=0x" + GuidTools.guid_to_string(groupname) + " up to level "+ +((Integer)user_data).intValue()+ " with ttl_s="+ JOIN_TTL);" is 151.
eliasbaixas_bamboo,bamboo.openhash.multicast,SendCb,timer_cb,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.openhash.multicast,SendCb,timer_cb,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.openhash.multicast,TcpMsgServer,close,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,registerReceiver,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,registerReceiver,Long Statement,The length of the statement "throw new IllegalStateException("already have a receiver of type " + type.getName() + ": "+ receivers.get(type).getClass().getName());" is 134.
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bytes2addr,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bytes2addr,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bytes2addr,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,addr2bytes,Magic Number,The method contains a magic number: 6
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,addr2bytes,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,addr2bytes,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bi2bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bi2bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bi2bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bi2bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bi2bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bi2bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,bytes2bi,Magic Number,The method contains a magic number: 0x80
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastClient,join,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.openhash.multicast,MulticastMessage,MulticastMessage,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.openhash.multicast,NattedMulticastClient,NattedMulticastClient,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.openhash.multicast,NattedMulticastClient,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.openhash.multicast,NattedMulticastClient,run,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.openhash.multicast,NattedMulticastClient,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.openhash.multicast,NattedMulticastClient,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.openhash.redir,RedirClient,bytes2addr,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.redir,RedirClient,bytes2addr,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.redir,RedirClient,bytes2addr,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.openhash.redir,RedirClient,bytes2addr,Magic Number,The method contains a magic number: 65536
eliasbaixas_bamboo,bamboo.openhash.redir,RedirClient,addr2bytes,Magic Number,The method contains a magic number: 6
eliasbaixas_bamboo,bamboo.openhash.redir,RedirClient,addr2bytes,Magic Number,The method contains a magic number: 4
